"cancion","album","artista","fecha_lanz","isrc","ranking_hist","puntaje","spotify_streams","spotify_playlists","spotify_alcance","spotify_pop","youtube_views","youtube_likes","tiktok_posts","tiktok_likes","tiktok_views","youtube_alcance","apple_playlists","airplay_spins","sirius_spins","deezer_playlists","deezer_alcance","amazon_playlists","pandora_streams","pandora_stations","soundcloud_streams","shazam","tidal_pop","explicito"
"Ramenez la coupe ï¿½ï¿½ la ma","Ramenez la coupe ï¿½ï¿½ la ma","Vegedream",NA,"UKGD81800015","2.2330000000000001","30.3",482859077,"154.35400000000001",9307449,"62",550746505,4627573,671.494,224089888,3084440795,3048497,"58","4.4829999999999997",NA,30,460.193,"6",260.981,"1.0780000000000001",NA,4684186,NA,"0"
"1000 Blunts","Sing Me a Lullaby, My Sweet Temptation","$uicideboy$",NA,"QZAPK2000271","2.2370000000000001","30.3",189588270,"43.837000000000003",2663499,"72",87680985,700.043,190,31.952,432.059,4870198,NA,"2",NA,0,NA,NA,6559431,"3.552",14217001,240.381,NA,"1"
"#BrooklynBloodPop!","#BrooklynBloodPop!","SyKo",NA,"QZK6Q2049800","2.23","30.3",289085486,"76.484999999999999",8876090,"62",247178404,3983154,1939369,289578955,2184568318,86473112,"4","10",NA,0,NA,"2",3362791,"11.273",264.657,4423775,NA,"1"
"Baby Songs","Baby Lullaby - Relaxing Piano Baby Lullabies Baby Songs and Nursery Rhymes for Baby Sleep and Newborn Natural Sleep Aid","Baby Lullaby",NA,"USA2P1472414","2.2269999999999999","30.3",5484513,"36",9.217,"27",897454562,2811983,2,6.99,35.885,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Mï¿½ï¿½dchen auf dem P","Mï¿½ï¿½dchen auf dem P","Luca-Dante Spadafora",2023-12-05,"CH7812350872","2.226","30.3",119141939,"46.323",14389973,"67",23993631,167.659,58,89.658,1318558,103548221,"21","2.2970000000000002",NA,15,212.114,"13",NA,NA,2223239,409.234,NA,"0"
"Cuando Te Besï¿","Cuando Te Besï¿","Becky G",2018-02-08,"USSD11800274","2.2400000000000002","30.3",588021470,"51.865000000000002",15227639,"63",1114556086,5855578,118.917,6274016,58539891,114202446,"20","7.4640000000000004",36,24,221.478,"18",19883459,"7.8520000000000003",NA,1621041,NA,"0"
"Lutt Putt Gaya (From ""Dunki"")","Lutt Putt Gaya (From ""Dunki"")","Pritam",NA,"INS182303353","2.2280000000000002","30.3",54461319,"3.298",5676613,NA,122509013,1256731,NA,NA,NA,506287027,"5","770",NA,0,NA,"13",NA,NA,NA,121.292,NA,"0"
"girl$","girl$","Dom Dolla",2024-07-06,"USQX92401650","2.2349999999999999","30.3",1920905,"945",44490548,NA,78.608,3.629,NA,NA,NA,NA,"33","276",2,22,987.568,"39",32.222,"31",89.193,12.191,NA,"0"
"Clout (feat. Cardi B)","FATHER OF 4","Offset",NA,"USUG11802308","2.2309999999999999","30.3",306221125,"61.432000000000002",15468892,"58",635706453,4888312,126.257,15711039,90607937,272146133,"50","15.637",102,24,194.8,"12",76691389,"37.017000000000003",25647174,2066390,NA,"1"
"I love you","I love you","Dadju",2023-08-12,"FR8FB2328300","2.2469999999999999","30.2",70592513,"10.432",9086026,"63",30034889,219.547,NA,NA,NA,236171714,"25","25.849",NA,25,16463650,"24",1.984,"7",NA,1203361,NA,"0"
"Loucura","Amor e ï¿½ï¿","Borges",2023-12-12,"BCM9A2300102","2.2480000000000002","30.2",79782529,"10.849",8194521,NA,70231783,491.126,NA,NA,NA,462163988,"9","5",NA,18,5792984,"16",NA,NA,NA,0,NA,"1"
"Forget About Us","Forget About Us","Perrie",2024-12-04,"GBARL2400078","2.2450000000000001","30.2",16171953,"1.4390000000000001",18871474,NA,6223280,200.833,9.253,NA,NA,143422306,"40","24.806000000000001",NA,38,2359911,"41",330.318,NA,102.129,107.402,NA,"0"
"One Last Time","My Everything","Ariana Grande",NA,"USUM71409723","2.2429999999999999","30.2",1465918510,"110.953",65876311,"77",1101895606,9106812,74.689,39669684,285511671,484923295,"102","83.891000000000005",118,43,356.866,"13",263174203,"96.346000000000004",11323498,5273745,NA,"0"
"Malas Decisiones","K23","Kenia OS",NA,"MXF012200331","2.246","30.2",249199925,"15.573",11736236,"68",141829637,1346158,1093900,310175951,3326289021,35896326,"21","7.0789999999999997",479,15,100.85,"4",167.084,"654",NA,576.456,NA,"0"
"Dos Mil 16","Un Verano Sin Ti","Bad Bunny",2022-06-05,"QM6MZ2214889","2.2490000000000001","30.2",426904285,"50.219000000000001",17690466,"71",198252709,1323047,241.013,89404506,679567159,20200537,"15","355",NA,4,120.297,"9",10610635,"1.7749999999999999",NA,629.164,NA,"0"
"La Vaca Lola","Las 20 Mejores Canciones Infantiles","Toy Cantando",2013-10-06,"COA3C1500662","2.25","30.2",38260236,"3.2549999999999999",310.554,"55",2809354638,7825584,22.366,1533921,72165422,NA,NA,"8",NA,0,NA,NA,NA,NA,NA,4.506,NA,"0"
"Termina Comigo Antes","Termina Comigo Antes","Gusttavo Lima",NA,"BXBAL2200001","2.2410000000000001","30.2",194919563,"12.885",13054030,"63",459414543,1879854,60.675,4714394,61427214,3136649155,"19","9.3149999999999995",NA,62,1085113,"4",17.963,NA,NA,134.484,NA,"0"
"Baarish","Baarish","Payal Dev",2020-11-08,"INUM72000050","2.2440000000000002","30.2",12208412,"1.4239999999999999",362.321,"41",135529803,1794516,5941101,17311643,278475456,NA,"1","5",NA,0,NA,NA,NA,NA,NA,37.064,NA,"0"
"ZITTI E BUONI","ZITTI E BUONI","Mï¿½ï¿½ne",2021-03-03,"ITB002100112","2.242","30.2",475549122,"94.637",9975524,"69",259762159,2895468,139.573,75858814,628509922,21047789,"62","17.041",NA,28,566.398,"42",543.933,"1.02",NA,2395559,NA,"1"
"Dijeron Que No La Iba Lograr","Dijeron Que No La Iba a Lograr","Chino Pacas",NA,"USA2P2313930","2.254","30.1",241174958,"23.146000000000001",7025185,"43",146033306,697.531,NA,NA,NA,54,"9","36",11,1,72,"2",29986425,"2.5819999999999999",NA,522.273,NA,"0"
"Is It Love","Is It Love","Loreen",NA,"SEUM72301218","2.2519999999999998","30.1",68785555,"7.36",8210301,NA,16708048,243.108,187.211,1802595,63753450,999638074,"26","74.905000000000001",NA,31,12315494,"4",34.08,"36",NA,677.013,NA,"0"
"Feel It Still","Feel It Still","Portugal. The Man",2017-02-03,"USAT21700437","2.2629999999999999","30.1",1303452422,"204.11",65716191,"74",563059238,5008418,77.757,60080391,447512595,13369387,"87","96.293999999999997",1.23,219,2003306,"81",NA,NA,NA,0,NA,"0"
"Portobello Beach","Passport","Quiet as a Mouse",NA,"GBMJG2221437","2.2549999999999999","30.1",NA,NA,NA,NA,453903004,1010270,NA,NA,NA,NA,NA,"2",NA,0,NA,NA,NA,NA,NA,1,NA,"0"
"MotorSport","MotorSport","Migos",NA,"USUM71712002","2.262","30.1",590983645,"89.159000000000006",24300466,"62",744579257,4504144,266.811,63415889,417482479,187758140,"109","19.462",27,23,169.108,"23",243221290,"135.09899999999999",NA,3894893,NA,"1"
"Bad At Love","hopeless fountain kingdom (Deluxe)","Halsey",2017-02-06,"USUM71702220","2.2650000000000001","30.1",635393773,"56.371000000000002",12074505,"59",575220523,4408507,487.927,11620804,84632348,111825857,"60","135.173",522,11,31.796,"46",420836751,"208.90799999999999",NA,4213886,NA,"0"
"Nevada","Nevada","YoungBoy Never Broke Again",NA,"USAT22103399","2.2509999999999999","30.1",163974630,"60.030999999999999",4503801,"64",109858521,915.546,20.233,5083710,48854928,122293460,"23","264",2,2,55.679,NA,44161281,"27.622",38396480,0,NA,"1"
"The Adults Are Talking","The New Abnormal","The Strokes",2020-10-04,"USRC11902726","2.2639999999999998","30.1",457933102,"152.11500000000001",30405327,"76",161335622,1716915,186.563,88889806,521061584,65.074,"29","24.933",NA,28,129.502,"21",10975089,"6.5339999999999998",NA,1670342,NA,"0"
"Melhor Eu Ir / Ligando os Fatos / Sonho de Amor / Deixa Eu Te Querer (Ao Vivo)","Churrasquinho do Menos ï¿½ï¿½ Mais (Ao V","Grupo Menos ï¿½ï¿½",NA,"USDY42060410","2.2599999999999998","30.1",270944683,"6.6079999999999997",2522207,NA,996737706,4480282,66,6.369,102.989,63527580,NA,NA,NA,7,22.899,NA,NA,NA,NA,0,NA,"0"
"Hips Don't Lie (feat. Wyclef Jean)","Oral Fixation Vol. 2","Shakira",2005-01-01,"USSM10600677","2.2570000000000001","30.1",1631152967,"261.69299999999998",142426948,"80",1663636127,9345192,2393712,306451930,2939466349,1850350995,"261","163.86199999999999",434,147,3150258,"84",387267940,"346.43900000000002",NA,6770784,NA,"0"
"Overdose","Overdose - Single","natori",2022-07-09,"JPU902203154","2.2589999999999999","30.1",191425175,"26.63",3407532,"62",271219300,2855968,183.701,53658710,662260750,19820354,"21","244",NA,0,NA,NA,NA,NA,NA,367.613,NA,"0"
"Techno Cumbia (Remasterizado 2024/30th Anniversary)","Amor Prohibido (Remasterizado 2024/30th Anniversary)","Selena",NA,"USUM72402911","2.2559999999999998","30.1",50962805,"12",74.974,NA,NA,NA,NA,NA,NA,NA,"2",NA,NA,0,NA,"1",33951456,"27.027999999999999",NA,0,NA,"0"
"Tak Segampang Itu","Tak Segampang Itu","Anggi Marito",2022-02-12,"IDUM72200281","2.2530000000000001","30.1",415357981,"14.917999999999999",7489575,"74",201860884,912.928,399.388,88921840,1171868533,418,"8","4.4630000000000001",NA,1,2.405,NA,NA,NA,NA,127.265,NA,"0"
"Emotionally Scarred","My Turn","Lil Baby",NA,"USUG12000034","2.2610000000000001","30.1",289652584,"93.480999999999995",10151445,"63",310518713,1797173,33.861,6143414,40742074,10809869,"35","82.296000000000006",123,3,30.366,"14",158335863,"49.963999999999999",NA,2007348,NA,"1"
"When It Rains It Pours","This One's for You","Luke Combs",2017-02-06,"QZ4751600015","2.258","30.1",807802864,"93.613",23160480,"78",576510087,2093903,29.07,5193789,42065642,675794766,"55","118.955",49,11,29.415,"24",327355246,"125.73399999999999",1542691,1719362,NA,"0"
"If I Didn't Love You","If I Didn't Love You","Jason Aldean",NA,"QMRSZ2101546","2.2679999999999998","30",143447350,"22.233000000000001",3205615,"60",95029099,693.003,2.017,1558730,15893357,591874403,"2","295.11599999999999",83,2,39.829,NA,205296427,"27.41",NA,991.87,NA,"0"
"NO ME QUIERO CASAR","nadie sabe lo que va a pasar maï¿½ï¿","Bad Bunny",NA,"QMFME2364196","2.2690000000000001","30",144801283,"20.978999999999999",16117371,"73",33000813,284.943,1.38,750.523,7437994,37948816,"18","8.1349999999999998",NA,4,321.307,"16",4129629,"1.3049999999999999",NA,538.315,NA,"1"
"UNHEALTHY (feat. Shania Twain)","UNHEALTHY (feat. Shania Twain)","Anne-Marie",NA,"GBAHS2300345","2.274","30",107435709,"18.457000000000001",6727123,"60",18349123,218.523,7.316,5194441,79827003,183272059,"52","133.74299999999999",NA,22,287.345,"21",350.335,"118",689.846,1025913,NA,"0"
"ATORRANTE - con Los Palmeras","ATORRANTE - con Los Palmeras","Emanero",2023-05-07,"ARP7V2300023","2.2799999999999998","30",65617109,"7.4870000000000001",3295468,"61",189591521,578.345,291,711.415,33073512,215348129,"1","4.5590000000000002",NA,4,252.063,"11",NA,NA,NA,101.46,NA,"0"
"Praise (feat. Brandon Lake","Chris Brown & Chandler Moore)","CAN YOU IMAGINE?",NA,"5/19/2023","USPJT2300015","2.2839999999999998",30,"79,621,215",31.102,"3,889,566",70,87320948,873.405,NA,NA,NA,"191,016,370","20",673,2,11,"246.65100000000001",18,"4,474,215",10.838,0,"567.38099999999997",NA
"greedy","greedy - Single","Tate McRae",NA,"USRC12301975","2.2810000000000001","30",1256101755,"3.984",2453761,NA,NA,NA,NA,NA,NA,NA,"109",NA,NA,0,NA,"8",NA,NA,NA,0,NA,"0"
"El Mejor","El Mejor","Chayï¿½ï¿½n R",NA,"TCAHK2398379","2.282","30",7178040,"1.181",235.46,NA,9465691,61.294,970.3,21282649,470202643,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,156.906,NA,"1"
"Take Me to Church","Take Me to Church EP","Hozier",NA,"USSM11307291","2.2759999999999998","30",2544489950,"113.315",30950638,"74",184351951,1963267,7.069,172614084,1691376898,3808342,"142","2.1680000000000001",NA,18,17.163,"30",602652861,"1,112,724",NA,0,NA,"0"
"Roses","Roses","The Chainsmokers",NA,"USQX91500801","2.27","30",1046848265,"137.023",33124854,"68",585020723,3442407,273.486,55726548,405625969,51232888,"129","30.640999999999998",87,43,173.923,"16",294611058,"172.101",26571481,9203307,NA,"0"
"Close Friends (Lil Baby & Gunna)","Drip Harder","Lil Baby",2018-04-10,"USUG11801853","2.2669999999999999","30",428009373,"99.524000000000001",11666867,"65",503301861,3383825,47.897,7172209,46571795,76955731,"27","47.466999999999999",86,4,26.549,"7",193294414,"159.04499999999999",NA,2437123,NA,"1"
"0 Sentimientos (Remix) [feat. Baby Rasta","Noriel","Darkiel",NA,"Chosen Few: New Generation","Boy Wonder CF","11/21/2023",NA,"2.2719999999999998",30,"272,261,201",871,379.289,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,67028949,"47.570999999999998",NA
"BEBï¿","BEBï¿","Camilo",NA,"USSD12000562","2.2770000000000001","30",401104048,"42.741999999999997",14190262,"66",458776041,3332448,1002990,85197306,718042201,73445402,"82","26.472000000000001",NA,25,361.819,"36",11215155,"5.4790000000000001",NA,1090144,NA,"0"
"Propuesta Indecente","Caliente! Latino Hitmix 2013","Romeo Santos",2013-01-01,"USSD11300197","2.266","30",751508028,"76.653999999999996",28891369,"74",2243582425,6525279,110.257,23003530,240862996,361024153,"46","15.365",8,37,458.762,"36",NA,NA,NA,4633986,NA,"0"
"Palhaï¿½ï¿½a (Ao V","Palhaï¿½ï¿½a (Ao Vivo) - Si","Naiara Azevedo",2023-12-01,"BX8WE2200062","2.2709999999999999","30",149801910,"10.234999999999999",8902883,"58",296057090,899.154,NA,NA,NA,787165088,"4","1.8460000000000001",NA,24,167.705,"9",NA,NA,NA,103.032,NA,"0"
"Atmosphere","Atmosphere","FISHER",2023-11-08,"QZA742318982","2.278","30",105178211,"40.299999999999997",55773870,"70",329.644,6.449,6.091,770.581,11685263,78.603,"33","4.5430000000000001",358,17,92.002,"23",47.299,"253",NA,582.149,NA,"0"
"Eid","Eid","Mehmood J",NA,"USANG2274868","2.2730000000000001","30",10.762,"5",29,"4",20819326,318.193,3400423,19977613,274491219,NA,NA,"8",NA,0,NA,NA,NA,NA,NA,3.103,NA,"0"
"Money In The Grave (Drake ft. Rick Ross)","The Best In The World Pack","Drake",NA,"USCM51900318","2.2749999999999999","30",970219741,"180.65",36876067,"70",243075035,2053120,123.248,45510979,371952869,35845729,NA,"44.396000000000001",184,0,NA,"27",NA,NA,NA,0,NA,"1"
"BABY NUEVA","nadie sabe lo que va a pasar maï¿½ï¿","Bad Bunny",NA,"QMFME2364191","2.2829999999999999","30",118835954,"23.373000000000001",9125370,NA,29487901,386.863,40.4,4048330,37952552,NA,"5","954",NA,0,NA,"3",6977653,"1.304",NA,399.333,NA,"1"
"ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý","ýýýýýýýýýý ýýýý ýýýýýý ýýýýýýýý - Single","ýýýýýýýýýý ýýýýýýýý",2022-08-12,"DGA082213263","2.2789999999999999","30",468.162,"114",21.665,"24",NA,NA,2500000,5971244,183524720,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,95.147,NA,"0"
"Escapate Conmigo","Nacimiento","Wisin",NA,"QZAPG1864732","2.298","29.9",NA,NA,NA,NA,1719584760,5092330,NA,NA,NA,190032781,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Lighter","Lighter (Extended Mix)","Galantis",NA,"USAT22400413","2.2949999999999999","29.9",35712909,"4.5730000000000004",31483398,"5",1679600,30.41,NA,NA,NA,23503476,"29","49.835000000000001",69,31,1270197,"15",502.092,"64",NA,271.031,NA,"0"
"Halli Naatu (From ""Rrr"")","Halli Naatu (From ""Rrr"") - Single","Rahul Sipligunj",2021-10-11,"INS182115577","2.2930000000000001","29.9",72962855,"169",170.665,NA,636965758,3951628,NA,NA,NA,85650827,NA,"5",NA,0,NA,NA,NA,NA,NA,0,NA,"0"
"Happier","ýý (Deluxe)","Ed Sheeran",2017-03-03,"GBAHS1700028","2.2869999999999999","29.9",1322385342,"109.373",54954226,"70",696425510,4649149,1289662,34964865,223959183,137582931,"37","36.265000000000001",6,29,310,"27",170123227,"113.215",NA,0,NA,"0"
"Kill Em With Kindness","Revival (Deluxe)","Selena Gomez",2015-09-10,"USUM71513588","2.29","29.9",550049388,"48.597999999999999",14497820,"56",592341655,4553103,8126848,61193582,489745782,193313797,"53","14.500999999999999",4,24,81.398,"11",90462900,"31.645",NA,2766042,NA,"0"
"Good Love","Good Love","Hannah Laing",2023-12-05,"GBUM72304092","2.2959999999999998","29.9",100186243,"26.116",36440018,"70",20691770,124.812,10.3,1602940,28216441,7827526,"41","20.568000000000001",85,16,329.76,"27",NA,NA,9560987,505.083,NA,"0"
"Little Girl Gone","Little Girl Gone","CHINCHILLA",NA,"GBGLW2300286","2.2970000000000002","29.9",100397677,"21.963000000000001",13959755,"68",44530380,526.851,855.579,97764564,975465555,NA,"6","358",12,1,79.184,NA,4469706,"6.9509999999999996",NA,0,NA,"1"
"Ella Quiere Beber - Remix","Ella Quiere Beber (Remix)","Anuel AA",2018-02-11,"QM6P41842818","2.2989999999999999","29.9",778846570,"66.150000000000006",25410849,"70",785898158,2771037,24.5,1838702,18692923,132331823,"37","19.681000000000001",62,18,279.961,"36",184152509,"23.518000000000001",NA,1494647,NA,"0"
"Blicky","Blicky","Fresh X Reckless",2023-11-01,"TCAGT2316203","2.2919999999999998","29.9",19617254,"6.3780000000000001",749.928,"40",5983105,119.013,2272645,310986195,2956553569,2662671,"1","95",969,0,NA,NA,286.822,"1.5329999999999999",NA,0,NA,"1"
"Baby (Lil Baby feat. DaBaby)","Baby","Quality Control",NA,"USUG11900748","2.294","29.9",522143496,"111.477",16214693,"68",212806984,1853709,55.471,10916015,125604010,5932267,"41","197",40,13,67.11,"21",265495093,"180.815",NA,1797781,NA,"1"
"Hotel","Hotel","Montell Fish",NA,"QZVBE2200009","2.2909999999999999","29.9",296674882,"56.66",27811906,"74",38522238,508.119,124.659,58661300,366838888,15.453,"16","1.0449999999999999",11,8,210.339,"5",2352924,"3.8220000000000001",5655239,924.914,NA,"0"
"Mas Altas Que Bajadas","Nata Montana","Natanael Cano",NA,"USWL12301031","2.2879999999999998","29.9",157476564,"15.069000000000001",7363178,"71",140916381,774.193,13.7,8423736,52545729,NA,"11","2",NA,1,72,"5",2563987,"412",64.611,213.453,NA,"1"
"Somewhere Only We Know","Somewhere Only We Know","Gustixa",2022-05-09,"QZNWV2251985","2.286","29.9",53532212,"9.6460000000000008",1321681,"43",98671018,1371770,1952800,122253971,1659044866,NA,"1","110",NA,0,NA,NA,30.026,NA,NA,1190146,NA,"0"
"X1","Little Hair","MC Cabelinho",NA,"QZTVM2103308","2.2850000000000001","29.9",185050407,"30.221",5514940,"62",389574452,2043151,542.8,23727816,249329094,23545375,"10","62",NA,14,367.281,"5",NA,NA,NA,198.749,NA,"1"
"Baby Shark","Pinkfong Bebefinn (Pt. 1)","Bebefinn",NA,"QM6P42230294","2.2890000000000001","29.9",1731282,"162",21.068,"31",462509288,1209603,NA,3.43,172.7,NA,NA,"3",NA,0,NA,NA,NA,NA,NA,4.206,NA,"0"
"DISPARA ***","DISPARA ***","Nicki Nicole",NA,"UYB282300010","2.3010000000000002","29.8",182184068,"23.852",8214976,"66",132049541,854.994,NA,NA,NA,523463948,"11","5.3129999999999997",NA,22,441.318,"12",182.885,"107",NA,176.341,NA,"1"
"Burn","Halcyon","Ellie Goulding",2012-01-01,"GBUM71303482","2.306","29.8",784334383,"104.998",30818474,"68",1776560692,7559025,46.749,17751306,112921980,611194890,"86","119.40900000000001",118,48,140.321,"29",363423596,"116.092",NA,12172997,NA,"0"
"By Your Side","By Your Side","Rod Wave",NA,"USQX92105590","2.3029999999999999","29.8",164804108,"40.908999999999999",4353138,"60",111437165,932.922,24.901,7795076,50358850,212457530,"20","27.123000000000001",168,5,26.308,"3",25392031,"22.335000000000001",25401080,569.269,NA,"1"
"Very Sad","Very Sad","Enchan",NA,"SGB502288016","2.3090000000000002","29.8",1426122,"284",21.377,NA,1328757,33.856,2500896,143257450,2151095470,NA,NA,"2",NA,1,98.031,NA,NA,NA,NA,314.385,NA,"1"
"No Te Contaron Mal","No Te Contaron Mal","Christian Nodal",2018-07-09,"MXUM71801874","2.3119999999999998","29.8",492542256,"37.140999999999998",12874966,"68",1091852566,3311784,22.565,2240493,34264578,23344667,"27","6.8289999999999997",261,22,858.993,"24",62313926,"27.51",NA,1316575,NA,"0"
"When We Were Young","25","Adele",NA,"GBBKS1500217","2.3050000000000002","29.8",1284096603,"117.36499999999999",41710598,"71",1021758621,6306795,51.713,51633844,348333229,12378383,"133","6.508",7,36,1394780,"22",281756710,"77.682000000000002",NA,5077728,NA,"0"
"Miracle (Extended)","Miracle (with Ellie Goulding) [Remixes]","Calvin Harris",NA,"GBARL2300301","2.3140000000000001","29.8",57.151,"92",28.566,"14",57.477,1.15,NA,NA,NA,NA,NA,"257.50900000000001",NA,0,NA,NA,8.658,NA,44.842,0,NA,"0"
"Zapateado Encabronado #3","Nuestra Historia de Voces Ediciï¿½ï¿½n de Oro 25 a","Alacranes Musical",NA,"GBLFP2486472","2.2999999999999998","29.8",12495358,"5",17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,16357353,"46.234999999999999",NA,0,NA,"0"
"Ainï¿½ï¿½ï¿½t Tha","One Thing At A Time","Morgan Wallen",2023-03-03,"USUG12300807","2.302","29.8",210072827,"30.503",5318773,"74",35281929,221.683,54.106,6277486,92174906,91240010,"8","2.0550000000000002",NA,0,NA,"2",61861012,"13.426",3550321,172.414,NA,"1"
"I Am Your Gummy Bear (The Gummy Bear Song)","Gummybear Song","Gummibï¿½",2007-01-01,"USR3R0700073","2.3069999999999999","29.8",104073182,"11.904",1660833,"57",3982526341,11455880,384.946,83486676,1565261998,54565314,"4",NA,NA,2,3.494,"3",NA,NA,3120738,648.232,NA,"0"
